crashid,location,severity_rating5,intersection,alcohol_involved,hazmat_involved,hs_collision_type,crash_type,road_sys_code,road_horiz_align_code,road_grade_code,road_surf_code,surf_cond_code,light_cond_code,environ_cond_code,road_median_code,temp_traffic_zone,posted_speed,first_harmful_event,flg_cell_in_use
03-08-2016-2016-21849,BURLINGTON-CINNAMINSON TWP,4,Y,N,N,1,13,2,1,4,2,1,1,1,1,1,50,22,N
03-08-2016-2016-18802,BURLINGTON-CINNAMINSON TWP,4,Y,N,N,1,13,2,1,4,2,1,6,1,1,1,50,22,N
03-08-2016-2016-16194,BURLINGTON-CINNAMINSON TWP,5,N,N,N,4,11,5,1,4,2,1,1,1,5,1,35,6,N
03-10-2016-201601790,BURLINGTON-DELRAN TWP,4,Y,N,N,2,1,2,1,0,2,2,1,2,1,1,50,26,N
03-11-2016-201604440,BURLINGTON-EASTAMPTON TWP,5,Y,N,N,4,3,5,1,4,2,1,1,1,5,1,45,26,N
03-12-2016-201600216,BURLINGTON-EDGEWATER PARK TWP,5,Y,N,N,2,4,2,1,4,2,2,6,99,1,1,50,26,N
03-12-2016-201600199,BURLINGTON-EDGEWATER PARK TWP,5,N,N,N,1,13,2,1,4,2,1,5,1,1,1,50,22,N
03-13-2016-2016-24890,BURLINGTON-EVESHAM TWP,5,N,N,N,1,13,2,1,4,2,1,6,1,3,1,45,22,N
03-13-2016-2016-31169,BURLINGTON-EVESHAM TWP,4,N,N,N,2,1,2,1,4,2,1,4,1,3,1,50,26,N
03-13-2016-2016-20040,BURLINGTON-EVESHAM TWP,4,Y,N,N,7,11,5,1,4,2,1,1,1,4,1,35,56,N
03-15-2016-2016-6746,BURLINGTON-FLORENCE TWP,5,N,N,N,1,13,9,1,4,1,1,1,1,5,1,,22,N
03-15-2016-2016-7321,BURLINGTON-FLORENCE TWP,5,N,N,N,4,11,5,0,4,2,1,6,1,5,1,45,6,N
03-15-2016-2016-6996,BURLINGTON-FLORENCE TWP,5,Y,N,N,7,7,2,1,4,2,1,1,1,3,1,50,26,N
03-15-2016-C020-2016-00313A,BURLINGTON-FLORENCE TWP,4,N,Y,N,4,10,1,1,4,2,2,1,2,3,1,65,6,N
03-15-2016-C020-2016-00441A,BURLINGTON-FLORENCE TWP,4,N,N,N,4,11,1,0,4,2,1,1,1,3,1,65,6,N
03-16-2016-C020-2016-00687A,BURLINGTON-HAINESPORT TWP,5,N,N,N,1,13,5,1,4,2,1,7,1,5,1,45,22,N
03-16-2016-C020-2016-00067A,BURLINGTON-HAINESPORT TWP,4,Y,N,N,2,3,2,1,4,2,2,1,1,1,1,50,26,N
03-16-2016-C020-2016-00087A,BURLINGTON-HAINESPORT TWP,4,N,N,N,7,11,5,0,4,2,1,3,1,1,1,50,46,N
03-16-2016-C020-2016-00287A,BURLINGTON-HAINESPORT TWP,4,N,Y,N,2,13,5,1,4,2,1,6,1,1,1,50,26,N
03-17-2016-2016-4768,BURLINGTON-LUMBERTON TWP,5,Y,N,N,2,3,2,1,0,2,1,6,1,4,1,50,26,N
03-17-2016-2016-3846,BURLINGTON-LUMBERTON TWP,4,N,Y,N,7,4,2,1,4,2,1,7,4,1,1,50,26,Y
03-17-2016-2016-9308,BURLINGTON-LUMBERTON TWP,4,N,N,N,6,12,5,1,4,2,1,5,1,5,1,50,24,N
03-17-2016-2016-0277,BURLINGTON-LUMBERTON TWP,5,N,N,N,1,13,9,1,4,2,1,1,1,5,1,10,22,N
03-18-2016-2016-6632,BURLINGTON-MANSFIELD TWP,4,N,N,N,7,11,5,1,4,2,1,6,1,5,1,25,61,N
03-18-2016-C020-2016-00645A,BURLINGTON-MANSFIELD TWP,4,N,N,N,4,11,1,1,4,2,1,1,1,1,1,65,6,N
03-19-2016-16-8152,BURLINGTON-MAPLE SHADE TWP,4,N,N,N,4,10,7,1,0,2,1,6,1,5,1,25,11,N
03-19-2016-16-18679,BURLINGTON-MAPLE SHADE TWP,4,N,N,N,7,11,2,1,4,2,1,1,1,2,1,50,56,N
03-19-2016-16-7031,BURLINGTON-MAPLE SHADE TWP,4,N,Y,N,7,11,2,0,0,2,1,7,5,1,1,50,56,N
03-19-2016-16-12414,BURLINGTON-MAPLE SHADE TWP,5,N,Y,N,1,13,2,1,0,2,1,7,1,1,1,50,22,N
03-19-2016-16-17791,BURLINGTON-MAPLE SHADE TWP,5,N,Y,N,1,13,2,1,4,2,2,6,2,1,1,50,22,N
03-20-2016-2016-12633,BURLINGTON-MEDFORD TWP,4,N,N,N,4,11,7,0,4,5,1,1,1,5,1,50,5,N
03-20-2016-2016-4160,BURLINGTON-MEDFORD TWP,5,N,N,N,2,4,7,1,4,2,1,1,1,5,1,50,26,N
03-20-2016-2016-1497,BURLINGTON-MEDFORD TWP,4,Y,N,N,2,3,5,1,4,2,2,1,1,5,1,45,26,N
03-20-2016-16-8347,BURLINGTON-MEDFORD TWP,4,N,N,N,5,14,5,1,4,2,1,1,1,5,1,35,21,N
03-22-2016-2016-13625,BURLINGTON-MOORESTOWN TWP,4,N,Y,N,4,11,5,0,4,2,1,6,1,4,1,40,5,N
03-22-2016-2016-12164,BURLINGTON-MOORESTOWN TWP,5,N,N,N,2,4,5,1,0,2,1,1,1,4,1,45,26,N
03-24-2016-2016-00466,BURLINGTON-MOUNT LAUREL TWP,5,N,N,N,7,2,5,1,0,2,1,1,1,5,1,40,26,N
03-24-2016-D020-2016-01022A,BURLINGTON-MOUNT LAUREL TWP,5,N,N,N,1,13,3,1,4,2,1,5,1,1,1,65,22,N
03-24-2016-C020-2016-00784A,BURLINGTON-MOUNT LAUREL TWP,5,N,N,N,1,13,1,1,4,2,1,5,1,1,1,65,22,N
03-24-2016-2016-00395,BURLINGTON-MOUNT LAUREL TWP,4,N,N,N,7,11,5,0,0,2,1,1,1,5,1,45,56,N
03-24-2016-2016-12428,BURLINGTON-MOUNT LAUREL TWP,5,Y,N,N,2,4,5,1,4,2,1,1,1,5,1,40,26,N
03-24-2016-D020-2016-00545A,BURLINGTON-MOUNT LAUREL TWP,5,N,N,N,7,11,3,1,4,2,1,5,1,1,1,65,48,N
03-24-2016-2016-12074,BURLINGTON-MOUNT LAUREL TWP,4,Y,Y,N,2,3,2,1,4,2,1,1,1,3,1,50,26,N
03-24-2016-2016-24652,BURLINGTON-MOUNT LAUREL TWP,4,N,Y,N,4,99,7,1,4,2,1,5,1,5,1,40,7,N
03-24-2016-2016-7229,BURLINGTON-MOUNT LAUREL TWP,4,N,N,N,4,99,5,1,4,2,1,1,1,5,1,45,7,N
03-24-2016-C020-2016-00498A,BURLINGTON-MOUNT LAUREL TWP,5,N,N,N,1,13,1,1,4,2,1,6,1,1,1,65,22,N
03-24-2016-2016-04589,BURLINGTON-MOUNT LAUREL TWP,5,Y,N,N,2,3,5,1,4,2,1,1,1,5,1,35,26,N
03-24-2016-2016-06168,BURLINGTON-MOUNT LAUREL TWP,4,N,N,N,4,11,7,0,4,2,1,6,1,5,1,40,5,N
03-25-2016-2016-1208-18,BURLINGTON-NEW HANOVER TWP,5,N,N,N,4,11,5,1,4,2,1,1,1,5,1,45,6,N
03-26-2016-16-5604,BURLINGTON-NORTH HANOVER TWP,4,N,N,N,2,6,5,1,7,2,1,5,1,4,1,50,28,N
03-28-2016-2016-3625,BURLINGTON-PEMBERTON BORO,4,N,N,N,4,11,5,1,4,2,1,1,1,5,2,25,5,N
03-29-2016-C080-2016-00542A,BURLINGTON-PEMBERTON TWP,4,N,N,N,4,99,5,0,4,2,2,1,2,5,1,50,7,N
03-29-2016-2016-1285,BURLINGTON-PEMBERTON TWP,4,N,N,N,5,14,2,0,4,2,1,1,1,5,1,55,21,N
03-29-2016-2016-13882,BURLINGTON-PEMBERTON TWP,4,Y,N,N,4,1,2,1,4,2,1,1,1,5,1,55,26,N
03-29-2016-2016-4733,BURLINGTON-PEMBERTON TWP,5,N,N,N,4,11,7,1,4,2,2,1,5,5,1,35,5,N
03-29-2016-2016-14760,BURLINGTON-PEMBERTON TWP,5,N,N,N,4,11,2,1,4,2,1,1,1,5,1,55,5,N
03-29-2016-2016-16680,BURLINGTON-PEMBERTON TWP,4,N,N,N,3,99,7,0,4,2,1,1,1,5,1,25,1,N
03-29-2016-2016-21348,BURLINGTON-PEMBERTON TWP,5,N,N,N,4,99,5,0,4,2,1,5,1,5,1,40,7,N
03-29-2016-2016-17976,BURLINGTON-PEMBERTON TWP,5,N,Y,N,4,99,5,0,4,2,1,6,1,5,1,45,7,N
03-29-2016-2016-18186,BURLINGTON-PEMBERTON TWP,5,N,Y,N,4,99,7,1,4,2,2,5,2,5,1,35,5,N
03-29-2016-2016-1253,BURLINGTON-PEMBERTON TWP,5,Y,N,N,4,99,2,0,4,2,1,1,1,5,1,55,7,N
03-31-2016-16-3116,BURLINGTON-RIVERTON BORO,5,Y,N,N,9,16,7,1,4,1,1,,1,5,1,25,23,N
03-32-2016-C080-2016-00187A,BURLINGTON-SHAMONG TWP,4,N,N,N,4,11,7,,,5,1,5,1,5,1,,5,N
03-33-2016-C080-2016-00170A,BURLINGTON-SOUTHAMPTON TWP,4,Y,N,N,4,3,2,1,4,2,1,1,1,5,1,55,26,N
03-33-2016-C080-2016-00579A,BURLINGTON-SOUTHAMPTON TWP,5,Y,N,N,3,10,5,0,4,2,1,7,1,5,1,50,1,N
03-33-2016-C080-2016-00712A,BURLINGTON-SOUTHAMPTON TWP,5,N,Y,N,1,13,2,,,2,1,5,1,5,1,,22,N
03-33-2016-C080-2016-00322A,BURLINGTON-SOUTHAMPTON TWP,4,N,N,N,3,3,2,,,2,1,1,1,5,1,,26,N
03-33-2016-C080-2016-00224A,BURLINGTON-SOUTHAMPTON TWP,4,Y,N,N,2,7,2,0,4,2,1,1,1,5,1,50,26,N
03-33-2016-C080-2016-00652A,BURLINGTON-SOUTHAMPTON TWP,4,N,N,N,1,13,2,1,4,2,1,5,1,5,1,50,22,N
03-35-2016-C080-2016-00003A,BURLINGTON-TABERNACLE TWP,4,Y,N,N,2,7,2,1,4,2,1,3,1,5,1,50,26,N
03-35-2016-C080-2016-00114A,BURLINGTON-TABERNACLE TWP,4,N,N,N,4,11,7,0,4,2,2,1,1,5,1,25,6,N
03-35-2016-C080-2016-00727A,BURLINGTON-TABERNACLE TWP,5,N,N,N,5,14,5,1,0,2,1,1,1,5,1,50,21,N
03-35-2016-C080-2016-00688A,BURLINGTON-TABERNACLE TWP,5,N,N,N,2,7,5,1,4,2,1,1,1,5,1,,26,N
03-36-2016-C080-2016-00733A,BURLINGTON-WASHINGTON TWP,5,N,N,N,3,10,9,,,5,1,1,1,5,1,,1,N
03-37-2016-2016-11290,BURLINGTON-WESTAMPTON TWP,5,N,N,N,2,8,7,1,4,2,1,5,1,5,1,45,26,N
03-37-2016-2016-07453,BURLINGTON-WESTAMPTON TWP,5,Y,Y,N,7,11,5,1,0,2,1,1,1,2,1,45,56,N
03-37-2016-2016-02883,BURLINGTON-WESTAMPTON TWP,4,N,N,N,2,2,5,1,4,2,1,1,1,2,1,50,26,N
03-37-2016-C020-2016-00732A,BURLINGTON-WESTAMPTON TWP,4,N,N,N,2,13,1,1,4,2,1,6,1,1,1,65,26,N
03-37-2016-2016-13779,BURLINGTON-WESTAMPTON TWP,4,N,N,N,2,1,9,1,4,2,1,7,1,5,1,30,26,N
03-37-2016-2016-02845,BURLINGTON-WESTAMPTON TWP,4,N,N,N,4,99,5,1,4,2,1,1,1,5,1,45,7,N
03-37-2016-2016-11438,BURLINGTON-WESTAMPTON TWP,5,N,N,N,4,11,5,1,4,2,1,5,1,2,1,50,6,N
03-37-2016-2016-12064,BURLINGTON-WESTAMPTON TWP,5,N,N,N,1,13,5,1,0,2,2,5,2,5,1,45,22,N
03-37-2016-2016-11517,BURLINGTON-WESTAMPTON TWP,4,N,N,N,2,1,5,1,4,2,1,1,1,2,1,45,26,N
03-37-2016-D020-2016-00805A,BURLINGTON-WESTAMPTON TWP,5,N,N,N,1,13,3,1,4,2,1,5,1,1,1,65,22,N
03-37-2016-2016-02720,BURLINGTON-WESTAMPTON TWP,4,N,N,N,2,1,7,1,4,2,1,1,1,5,1,45,26,N
03-38-2016-2016-00017731,BURLINGTON-WILLINGBORO TWP,5,Y,N,N,7,3,5,1,4,2,1,1,1,2,1,40,26,N
03-38-2016-2016-0008551,BURLINGTON-WILLINGBORO TWP,4,N,N,N,5,14,5,1,4,2,1,5,1,4,1,40,21,N
03-39-2016-C080-2016-00236A,BURLINGTON-WOODLAND TWP,5,N,Y,N,4,11,2,1,0,2,2,1,5,5,1,55,5,N
03-39-2016-C080-2016-00501A,BURLINGTON-WOODLAND TWP,5,N,N,N,4,11,7,1,4,2,1,1,1,5,1,45,5,N
03-39-2016-C080-2016-00348A,BURLINGTON-WOODLAND TWP,5,N,N,N,4,99,5,1,4,2,1,1,1,5,1,50,7,N
04-03-2016-A310-2016-00292A,CAMDEN-BARRINGTON BORO,4,N,Y,N,7,2,1,1,4,2,1,1,1,1,1,65,26,N
04-03-2016-A310-2016-00293A,CAMDEN-BARRINGTON BORO,4,N,Y,N,2,6,1,1,4,2,1,1,1,1,1,65,28,N
04-03-2016-2016-005369,CAMDEN-BARRINGTON BORO,5,N,N,N,9,99,5,1,4,2,1,1,1,3,1,25,23,N
04-04-2016-2016007959,CAMDEN-BELLMAWR BORO,4,N,N,N,2,4,7,1,4,2,1,1,1,5,1,25,26,N
04-04-2016-A310-2016-00835A,CAMDEN-BELLMAWR BORO,4,N,N,N,2,1,1,1,4,1,1,1,1,1,2,55,26,N
04-04-2016-2016003961,CAMDEN-BELLMAWR BORO,4,N,N,N,2,6,7,1,4,2,2,1,2,5,1,25,26,N
04-05-2016-2016005084,CAMDEN-BERLIN BORO,4,N,N,N,2,1,2,1,4,2,1,1,1,5,1,45,26,N
04-05-2016-16-1499,CAMDEN-BERLIN BORO,5,N,N,N,1,13,5,1,4,2,1,6,1,5,1,25,22,N
04-05-2016-2016007771,CAMDEN-BERLIN BORO,4,N,Y,N,2,14,2,1,4,2,1,7,1,5,1,45,26,N
04-05-2016-2016013343,CAMDEN-BERLIN BORO,4,Y,N,N,2,3,2,1,4,2,1,1,4,5,1,45,26,N
04-06-2016-2016005070,CAMDEN-BERLIN TWP,4,N,Y,N,7,11,7,0,4,2,2,1,5,5,1,25,56,N
04-06-2016-2016007203,CAMDEN-BERLIN TWP,4,N,N,N,4,99,7,0,0,2,1,1,1,5,1,40,5,N
04-08-2016-160615-1612,CAMDEN-CAMDEN CITY,4,N,Y,N,2,1,5,1,4,2,1,1,1,4,2,25,26,N
04-08-2016-161126-1207,CAMDEN-CAMDEN CITY,5,N,N,N,1,13,7,1,0,2,1,6,1,3,1,25,22,N
04-08-2016-1612230853,CAMDEN-CAMDEN CITY,4,Y,N,N,2,3,7,1,4,2,1,1,1,5,1,25,26,N
04-08-2016-1611240724,CAMDEN-CAMDEN CITY,4,Y,N,N,2,3,7,1,4,2,1,1,1,5,1,,26,N
04-08-2016-1610100649,CAMDEN-CAMDEN CITY,4,N,N,N,4,10,7,1,7,1,1,1,1,5,1,25,13,N
04-08-2016-1604110782,CAMDEN-CAMDEN CITY,4,N,Y,N,2,6,5,1,4,2,2,1,5,5,1,25,28,N
04-08-2016-A310-2016-02613A,CAMDEN-CAMDEN CITY,4,N,Y,N,4,11,1,1,4,2,1,1,1,1,1,55,6,N
04-08-2016-160731-1643,CAMDEN-CAMDEN CITY,5,N,N,N,2,3,5,1,4,1,1,1,1,5,1,25,26,N
04-08-2016-1601032547,CAMDEN-CAMDEN CITY,5,N,N,N,1,13,2,0,4,2,1,6,1,1,1,45,22,N
04-08-2016-1609061554,CAMDEN-CAMDEN CITY,4,N,N,N,4,10,2,1,4,2,1,1,1,1,1,45,5,N
04-08-2016-1603222208,CAMDEN-CAMDEN CITY,4,N,N,N,7,11,5,1,4,2,1,6,1,5,1,25,56,N
04-08-2016-1601180473,CAMDEN-CAMDEN CITY,4,Y,N,N,2,13,7,1,4,1,2,5,1,5,1,25,,N
04-08-2016-1602091928,CAMDEN-CAMDEN CITY,4,Y,Y,N,7,11,7,1,4,1,2,1,5,4,1,25,52,N
04-08-2016-160520-1442,CAMDEN-CAMDEN CITY,4,N,N,N,2,14,9,1,4,2,1,1,1,5,1,5,26,N
04-08-2016-1602211350,CAMDEN-CAMDEN CITY,4,N,N,N,7,11,9,1,4,5,7,1,1,5,1,,53,N
04-08-2016-A310-2016-01879A,CAMDEN-CAMDEN CITY,5,N,N,N,4,11,1,,,2,1,6,1,1,1,,6,N
04-08-2016-160129-2483,CAMDEN-CAMDEN CITY,4,N,N,N,7,11,5,1,4,2,1,6,1,5,1,25,52,N
04-08-2016-1608102409,CAMDEN-CAMDEN CITY,4,N,N,N,2,13,2,1,4,2,1,7,1,4,1,25,26,N
04-08-2016-1610301407,CAMDEN-CAMDEN CITY,4,Y,N,N,2,13,7,1,4,1,2,5,2,5,1,25,26,N
04-08-2016-160717-1382,CAMDEN-CAMDEN CITY,4,Y,N,N,2,3,7,1,4,1,1,1,1,5,1,25,27,N
04-08-2016-1607151504,CAMDEN-CAMDEN CITY,4,Y,N,N,2,3,7,1,4,2,1,1,1,4,1,25,26,N
04-08-2016-106425-0893,CAMDEN-CAMDEN CITY,5,Y,N,N,1,13,7,1,4,2,1,1,1,3,1,25,22,N
04-08-2016-16-06-01-3210,CAMDEN-CAMDEN CITY,4,N,N,N,7,11,9,1,4,2,1,6,1,5,1,5,59,N
04-08-2016-160323-2038,CAMDEN-CAMDEN CITY,4,Y,N,N,2,3,5,1,4,2,1,3,1,3,1,25,26,N
04-09-2016-16-069851,CAMDEN-CHERRY HILL TWP,4,N,N,N,2,2,5,1,4,2,1,1,1,2,1,40,26,N
04-09-2016-16-027253,CAMDEN-CHERRY HILL TWP,4,N,N,N,7,11,2,1,4,2,1,1,1,3,1,45,58,N
04-09-2016-16-040406,CAMDEN-CHERRY HILL TWP,4,N,N,N,1,13,5,1,0,2,1,1,1,5,1,45,22,N
04-09-2016-A310-2016-02804A,CAMDEN-CHERRY HILL TWP,5,N,N,N,2,6,1,1,0,2,1,6,1,1,1,55,28,N
04-09-2016-16-013820,CAMDEN-CHERRY HILL TWP,5,Y,N,N,2,7,5,1,4,2,1,7,1,5,1,40,26,N
04-09-2016-16-034194,CAMDEN-CHERRY HILL TWP,5,Y,N,N,7,11,2,0,4,2,1,6,1,1,1,50,56,N
04-09-2016-16-007673,CAMDEN-CHERRY HILL TWP,5,N,N,N,1,13,2,1,0,2,1,7,1,2,1,45,22,N
04-09-2016-16-051345,CAMDEN-CHERRY HILL TWP,4,N,N,N,1,13,2,1,4,2,1,7,1,3,1,45,26,N
04-09-2016-16-091068,CAMDEN-CHERRY HILL TWP,4,N,N,N,1,13,5,1,4,2,2,7,2,5,1,35,26,N
04-09-2016-A310-2016-01490A,CAMDEN-CHERRY HILL TWP,5,N,N,N,7,11,1,1,4,2,1,1,1,3,1,55,46,N
04-11-2016-2016-004830,CAMDEN-CLEMENTON BORO,5,Y,N,N,7,3,2,1,4,2,1,1,1,5,1,45,26,N
04-11-2016-2016-005545,CAMDEN-CLEMENTON BORO,4,Y,Y,N,2,4,5,1,0,1,1,3,1,5,1,40,26,N
04-12-2016-2016-005649,CAMDEN-COLLINGSWOOD BORO,4,Y,N,N,2,3,2,1,4,2,1,1,1,1,1,40,26,N
04-12-2016-2016-003152,CAMDEN-COLLINGSWOOD BORO,4,Y,N,N,1,13,5,1,4,1,1,1,1,5,1,25,22,N
04-14-2016-2016-10712,CAMDEN-GLOUCESTER CITY,4,N,Y,N,7,11,5,1,4,2,1,1,1,4,2,,50,N
04-14-2016-A310-2016-00258A,CAMDEN-GLOUCESTER CITY,4,N,Y,N,2,6,1,1,4,2,1,5,1,1,1,55,26,N
04-14-2016-A310-2016-01722A,CAMDEN-GLOUCESTER CITY,5,N,N,N,2,2,1,1,4,2,2,7,2,1,1,55,26,N
04-14-2016-2016-14635,CAMDEN-GLOUCESTER CITY,4,N,Y,N,7,11,2,1,4,2,1,6,1,5,1,45,69,N
04-15-2016-2016-063079,CAMDEN-GLOUCESTER TWP,5,N,N,N,1,13,5,1,4,2,1,1,1,5,1,45,22,N
04-15-2016-2016-009721,CAMDEN-GLOUCESTER TWP,5,Y,N,N,1,13,5,1,4,2,2,6,2,5,1,35,22,N
04-15-2016-2016-060748,CAMDEN-GLOUCESTER TWP,5,N,N,N,1,13,2,1,4,2,2,7,2,5,1,45,22,N
04-15-2016-2016-039985,CAMDEN-GLOUCESTER TWP,5,N,Y,N,7,11,5,1,4,2,1,7,1,5,1,35,56,N
04-15-2016-A160-2016-00123A,CAMDEN-GLOUCESTER TWP,5,N,N,N,4,11,3,0,4,2,2,5,2,3,1,65,5,N
04-18-2016-2016-1119,CAMDEN-HADDON HEIGHTS BORO,5,N,N,N,1,13,2,1,4,2,1,6,1,5,1,35,22,N
04-18-2016-2016003631,CAMDEN-HADDON HEIGHTS BORO,4,N,Y,N,7,6,7,1,4,2,2,6,5,5,1,25,26,N
04-18-2016-2016002786,CAMDEN-HADDON HEIGHTS BORO,5,N,N,N,2,7,2,1,4,2,1,1,1,5,1,40,26,N
04-16-2016-16-427-A,CAMDEN-HADDON TWP,4,Y,N,N,7,11,2,1,4,2,1,6,1,1,1,45,48,N
04-16-2016-16-465-A,CAMDEN-HADDON TWP,4,N,N,N,2,1,5,1,4,2,1,1,1,5,1,25,26,N
04-17-2016-2016-05604,CAMDEN-HADDONFIELD BORO,4,Y,N,N,2,13,5,1,4,2,2,1,1,5,1,25,26,N
04-21-2016-A310-2016-00739A,CAMDEN-LAWNSIDE BORO,4,N,Y,N,4,11,1,1,4,2,2,6,1,1,1,65,5,N
04-22-2016-2016-002627,CAMDEN-LINDENWOLD BORO,4,Y,N,N,2,13,2,0,0,2,1,4,1,5,1,40,26,N
04-23-2016-2016-008288,CAMDEN-MAGNOLIA BORO,5,Y,N,N,1,13,2,1,4,2,1,6,1,5,1,40,22,N
04-23-2016-2016-007741,CAMDEN-MAGNOLIA BORO,4,N,N,N,2,3,2,1,4,2,1,4,1,5,1,40,26,N
04-23-2016-2016-008209,CAMDEN-MAGNOLIA BORO,4,Y,N,N,2,7,2,1,4,2,1,1,1,5,1,40,26,N
04-23-2016-2016-007731,CAMDEN-MAGNOLIA BORO,4,N,N,N,7,6,5,1,4,2,1,1,1,5,1,35,26,N
04-23-2016-2016-003450,CAMDEN-MAGNOLIA BORO,4,N,N,N,2,1,2,1,4,2,1,1,1,5,2,40,26,N
04-23-2016-2016-008198,CAMDEN-MAGNOLIA BORO,4,Y,N,N,7,,2,1,4,2,1,1,1,5,1,40,26,N
04-23-2016-2016-002966,CAMDEN-MAGNOLIA BORO,4,N,N,N,2,14,5,1,4,2,1,1,1,5,1,35,26,N
04-23-2016-2016-007322,CAMDEN-MAGNOLIA BORO,4,Y,N,N,2,13,5,1,4,2,1,5,1,5,1,25,26,N
04-23-2016-2016-007742,CAMDEN-MAGNOLIA BORO,4,Y,N,N,2,3,2,1,4,2,1,6,1,5,1,40,26,N
04-23-2016-2016-008124,CAMDEN-MAGNOLIA BORO,4,N,N,N,2,13,5,1,4,2,2,4,2,5,1,25,26,N
04-27-2016-160107120,CAMDEN-PENNSAUKEN TWP,5,N,Y,N,2,1,2,1,4,2,1,7,1,1,1,50,26,N
04-27-2016-160064834,CAMDEN-PENNSAUKEN TWP,4,Y,Y,N,7,1,2,1,4,2,1,6,1,1,1,40,26,N
04-27-2016-160027919,CAMDEN-PENNSAUKEN TWP,5,Y,N,N,1,13,2,1,4,2,2,6,1,3,1,45,22,N
04-27-2016-160026749,CAMDEN-PENNSAUKEN TWP,5,Y,N,N,1,13,2,1,4,2,1,6,1,1,1,45,22,N
04-27-2016-160050160,CAMDEN-PENNSAUKEN TWP,5,Y,Y,N,5,14,2,1,4,2,1,7,1,1,1,45,21,N
04-27-2016-160028394,CAMDEN-PENNSAUKEN TWP,4,N,N,N,2,1,5,1,0,2,1,1,1,4,1,40,26,N
04-27-2016-160058020,CAMDEN-PENNSAUKEN TWP,4,Y,N,N,4,11,7,0,4,2,1,1,5,5,1,25,6,N
04-27-2016-2016-4639,CAMDEN-PENNSAUKEN TWP,4,N,Y,N,1,13,2,1,4,2,1,1,1,2,1,50,22,N
04-27-2016-160078265,CAMDEN-PENNSAUKEN TWP,4,Y,N,N,2,13,2,1,4,2,1,1,1,1,1,45,26,N
04-27-2016-160105153,CAMDEN-PENNSAUKEN TWP,4,N,N,N,2,13,2,1,4,2,2,6,2,1,1,40,26,N
04-27-2016-160088811,CAMDEN-PENNSAUKEN TWP,4,Y,Y,N,4,1,2,1,4,2,1,1,1,1,1,40,26,N
04-28-2016-2016011463,CAMDEN-PINE HILL BORO,5,N,N,N,1,13,5,1,4,2,1,2,1,5,1,45,22,N
04-30-2016-A310-2016-00112A,CAMDEN-RUNNEMEDE BORO,4,N,N,N,4,11,2,1,4,2,1,1,1,1,1,55,6,N
04-32-2016-2016-00324,CAMDEN-STRATFORD BORO,5,N,N,N,1,13,2,0,0,2,1,6,1,,1,,22,N
04-32-2016-2016-01532,CAMDEN-STRATFORD BORO,4,N,N,N,2,4,2,1,4,2,1,1,1,5,1,40,26,N
04-32-2016-2016-02488,CAMDEN-STRATFORD BORO,5,N,N,N,2,1,2,1,4,2,1,7,1,5,1,40,26,N
04-34-2016-16-430-AC,CAMDEN-VOORHEES TWP,5,N,N,N,7,11,2,1,0,2,1,6,1,3,1,55,56,N
04-35-2016-160001987,CAMDEN-WATERFORD TWP,5,N,Y,N,4,11,7,1,4,2,1,7,1,5,1,40,5,N
04-35-2016-160015750,CAMDEN-WATERFORD TWP,5,N,N,N,7,11,5,1,4,2,5,1,6,5,1,50,60,N
04-36-2016-A160-2016-00233A,CAMDEN-WINSLOW TWP,4,N,Y,N,4,1,3,1,4,2,1,5,5,1,1,65,26,N
04-36-2016-160028422,CAMDEN-WINSLOW TWP,5,Y,N,N,7,7,2,1,0,2,1,1,1,5,1,55,26,N
04-36-2016-160031197,CAMDEN-WINSLOW TWP,5,Y,N,N,2,5,2,1,4,2,1,1,1,5,1,50,26,N
04-36-2016-A160-2016-00154A,CAMDEN-WINSLOW TWP,4,N,N,N,4,11,3,1,4,2,1,1,1,3,1,65,6,N
04-36-2016-160032986,CAMDEN-WINSLOW TWP,4,N,N,N,2,1,2,1,4,2,1,1,1,5,1,55,26,N
04-36-2016-160035728,CAMDEN-WINSLOW TWP,5,N,N,N,4,11,5,0,4,2,1,6,1,5,1,50,6,N
04-36-2016-160052335,CAMDEN-WINSLOW TWP,4,N,N,N,4,11,5,1,4,2,1,5,1,5,1,45,6,N
04-36-2016-160048050,CAMDEN-WINSLOW TWP,5,N,N,N,4,99,5,1,0,2,1,1,1,5,1,45,7,N
04-36-2016-160034289,CAMDEN-WINSLOW TWP,4,N,Y,N,4,11,7,1,4,2,2,7,2,5,1,50,5,N
04-36-2016-160010273,CAMDEN-WINSLOW TWP,5,Y,N,N,2,3,5,1,0,2,1,1,1,5,1,45,26,N
04-36-2016-160036995,CAMDEN-WINSLOW TWP,5,Y,N,N,2,3,5,1,4,2,1,6,1,4,1,45,26,N
04-36-2016-160011805,CAMDEN-WINSLOW TWP,4,N,N,N,7,11,5,1,4,2,1,1,1,5,1,50,50,N
05-04-2016-E030-2016-01336A,CAPE MAY-DENNIS TWP,5,N,N,N,4,11,3,,,2,1,5,1,1,1,,5,N
05-04-2016-E030-2016-00816A,CAPE MAY-DENNIS TWP,5,N,Y,N,4,11,3,0,4,2,2,5,4,3,1,65,6,N
05-04-2016-A050-2016-00282A,CAPE MAY-DENNIS TWP,5,N,N,N,4,99,2,0,4,2,1,1,1,5,1,50,7,N
